recommendationid,voted_up,playtime_h,content,overall_sentiment,emotion,key_phrase,confidence,needs_verification,aspect_graphics_sentiment,aspect_gameplay_sentiment,aspect_story_sentiment,aspect_performance_sentiment,aspect_value_sentiment,aspect_graphics_evidence,aspect_gameplay_evidence,aspect_story_evidence,aspect_performance_evidence,aspect_value_evidence,keywords
210825411,1,75.6,매우재미잇음^^,POSITIVE,JOY,매우 재미있음,0.90,false,NONE,POSITIVE,NONE,NONE,NONE,,매우재미잇음^^,,,,재미@content
210798770,1,86.8,소울라이크를 좋아하는 사람이면 무조건 추천합니다. 맵의 구조가 거슬리는 부분도 없었고 인형왕의 연출에 있어서는 굉장히 호평을 주고 싶습니다. 하지만 후반으로 갈수록 화석병과 연관된 몹이 위주인 것은 아쉬웠습니다.,POSITIVE,SATISFACTION,"소울라이크 팬에게 추천, 인형왕 연출 호평",0.85,false,NONE,POSITIVE,POSITIVE,NONE,NONE,,"소울라이크, 맵 구조 좋음",인형왕 연출 호평,,,소울라이크@content|인형왕@content|맵@content
210726952,1,5.8,제작사의 차기작과 파생 겜들이 더더욱 기대됩니다,POSITIVE,JOY,차기작과 파생 겜들이 기대됨,0.90,false,NONE,POSITIVE,NONE,NONE,NONE,,차기작과 파생 겜 기대,,,,차기작@content|파생@content
210264680,1,140.7,아... 소피아..,POSITIVE,JOY,소피아에 대한 애정,0.80,false,NONE,NEUTRAL,POSITIVE,NONE,NONE,,,소피아,,,소피아@content
210259609,1,73.2,난이도가 있지만 BGM이 아름답고 재밌는 게임임. DLC 할인 기다리는중.,POSITIVE,JOY,BGM이 아름다운 재밌는 게임,0.90,false,POSITIVE,POSITIVE,NONE,NONE,NEUTRAL,BGM 아름다움,재밌는 게임,,,DLC 할인 기다림,BGM@content|재미@content|DLC@value
210245131,1,106.8,내일의 인형의 용접기 << 사기무기,POSITIVE,SATISFACTION,사기무기 존재,0.85,false,NONE,POSITIVE,NONE,NONE,NONE,,사기무기,,,,사기무기@content
210234245,1,37.4,게임 내 분위기 좋음 컴퓨터 바꾸고 처음으로 깐 게임,POSITIVE,JOY,분위기가 좋은 게임,0.80,false,POSITIVE,NEUTRAL,NONE,NEUTRAL,NONE,분위기 좋음,,,,,분위기@content
210112771,1,22.3,"먹을만한데 1.1부터 1.2는 진짜 아니었음. 1.3이 되어서야 캐주얼한 느낌인데, 씁 흠. 하지만 재밌어서 보스전 엄청 하게되긴 함",MIXED,SATISFACTION,시즌별 평가가 갈리지만 재밌음,0.85,false,NONE,POSITIVE,NONE,NEGATIVE,NEUTRAL,,재밌어서 보스전 엄청 하게됨,,1.1부터 1.2는 진짜 아니었음,,보스전@content|재미@content|시즌@technical
209990389,1,158.5,낙사구간 ㅈ같다 정말로~,NEGATIVE,ANGER,낙사구간에 대한 불만,0.90,false,NONE,NEGATIVE,NONE,NONE,NONE,,낙사구간 ㅈ같다,,,,낙사@content
209931444,1,46.3,한국에서 이런 게임이 나올 수 있음에 감사합니다...  dlc까지 진짜 최고였습니다.,POSITIVE,JOY,한국 게임에 대한 감사와 DLC 칭찬,0.95,false,NONE,POSITIVE,NONE,NONE,NONE,,dlc까지 진짜 최고,,,,한국@community|DLC@content
209908574,1,51.9,국내에서 이런게임이 나올 수 있나 싶을정도로 잘 나온게임 최적화도 good  소울라이크 좋아한다면 찍어먹어보는것도 추천,POSITIVE,SATISFACTION,잘 만들어진 한국 소울라이크 게임,0.90,false,NONE,POSITIVE,NONE,POSITIVE,NONE,,잘 나온 게임,,최적화 good,,소울라이크@content|최적화@technical
209867590,1,58.7,"초기 나왔을 때 플레이함 난이도 조절 없을 때  비주얼, 스토리, 사운드트랙, 타격감 모두 훌륭  다크소울3 보다 조작감 묵직하고 불편함   보스 공격 속도 빠름 패턴 파악 필수  다양한 패턴 존재 / 난이도 유무에 따라 다르긴 함   보스 보다 잔몹이 빡임 타 다른 소울이랑 비슷함   dlc 플레이 x dlc가 진짜라 하긴 하는데 플레이 해봐야 알 거 같음  여타 소울보다 쉽다고 느꼈음. 예를 들어 명말 공허의 깃털이랑 비교 햇을 때 쉬움",MIXED,NEUTRAL,"비주얼, 스토리 훌륭, 조작감은 아쉬움",0.85,false,POSITIVE,MIXED,POSITIVE,NONE,NONE,비주얼 훌륭,"조작감 묵직, 보스 공격 속도 빠름",스토리 훌륭,,,비주얼@content|조작감@technical|스토리@content
209848033,1,43.5,대성당 예배당에서 20번은 넘게 죽엇어요...고통 즐기는분 추천,NEGATIVE,ANGER,높은 난이도에 대한 불만,0.90,false,NONE,NEGATIVE,NONE,NONE,NONE,,20번 넘게 죽엇어요,,,,난이도@content
209813818,1,209.0,맥으로 소울 게임을 할 수 있어서 행복합니다,POSITIVE,JOY,맥에서 소울 게임을!,0.90,false,NONE,POSITIVE,NONE,NONE,NONE,,맥으로 소울 게임 가능,,,,소울 게임@content|맥@technical
209763056,1,52.6,2025년 골든조이스틱어워드 최고의 확장팩 상 수상을 축하드립니다.,POSITIVE,JOY,확장팩 상 수상 축하,0.90,false,NONE,POSITIVE,NONE,NONE,NONE,,최고의 확장팩 상 수상,,,,확장팩@content|수상@community
209738215,1,40.3,"타격감, 조작감, 최적화, 스토리, 음악 모두 최고다..",POSITIVE,SATISFACTION,모든게 최고다!,0.95,false,NONE,POSITIVE,POSITIVE,POSITIVE,NONE,,"타격감, 조작감 최고",스토리 최고,최적화 최고,,타격감@content|최적화@technical|스토리@content
209694626,1,69.2,정말정말 밤잠줄여가면 재밌게 했네요. 우리나라 게임중에선 최고의 명작인듯,POSITIVE,JOY,밤잠 줄인 최고의 게임,0.90,false,NONE,POSITIVE,NONE,NONE,NONE,,밤잠 줄여가며 재밌게,,,,재미@content|명작@content|우리나라 게임@content
209670703,1,123.1,한국게임 GOAT,POSITIVE,SATISFACTION,한국 게임 GOAT,0.95,false,NONE,POSITIVE,NONE,NONE,NONE,,한국게임 GOAT,,,,GOAT@content|한국게임@content
209491228,1,95.3,퍼펙트가드가 맛있고 길찾기가 쉬워요,POSITIVE,JOY,퍼펙트 가드와 쉬운 길찾기,0.90,false,NONE,POSITIVE,NONE,NONE,NONE,,퍼펙트가드가 맛있고,,,,퍼펙트가드@content|길찾기@content
209464256,1,125.7,"비주얼, 스토리, 사운드트랙, 타격감 모두 훌륭하다  다소 답답하고 불편한 조작감? 적응하면 그만이다  그런데 선딜 대비 공격 속도가 너무 빠르거나 전조모션이 없는 패턴이 굉장히 불쾌한 경험을 선사한다  이런 유형의 패턴들이 존재하는 것? 이해할 수 있다  하지만 잡몹부터 보스까지 죄다 게임 시작부터 끝날 때까지 이런 패턴들을 가지고 있다  그나마 인형 몬스터들은 컨셉상 이해의 영역이라 볼 수 있지만, 카커스와 인간들도 이런 패턴들을 남발한다  그래서 전투부분에서 패턴 디자인만큼은 고평가 할 수가 없다  그래도 잘 적응해서 최고회차, 도전과제, DLC 모두 마무리 지었지만, 다음 작부터는 이런 식의 패턴 디자인은 없애거나 줄이는 시도를 해보면 좋겠다  분명 더 좋은 게임을 만들 수 있을거라 생각한다",MIXED,DISAPPOINTMENT,훌륭하지만 불쾌한 패턴 디자인,0.75,false,POSITIVE,NEGATIVE,POSITIVE,NONE,NONE,비주얼 훌륭하다,선딜 대비 공격 속도가 너무 빠르거나,스토리 훌륭하다,,,타격감@content|패턴@content|조작감@technical
209449916,1,206.6,"저는 소울류 게임이라곤 엘든링 발가락 담근게 다인 사람인데(어려워서 튕겼어요) 생각보다 더 맵고 어렵고 화가났지만 그럼에도 불구하고 재밌었구요 DLC까지 1회차 끝냈습니다. 사실 자존심 때문에 고집부렸던게 있어서 그렇지 난이도 내려서 하면 화 별로 안났을 것 같아요 ㅋㅋㅋ 스토리나 숨겨진 디테일, 연출도 너무 좋습니다. 그리고 본편보다 DLC가 더 재밌게 느껴졌던 것 같아요 본편이 잘 맞았다면 강추해요!!!   길치에게 지도 없는 게임이라 고통받은거 없잖아 있지만 다 둘러본다고 생각하고 돌아다니면 괜찮습니다. 몹 배치가 좀 악랄하게 느껴지는 거 빼면요,....   아 그리고 락온이 상당히 구려요 몹이 여러마리 등장하는 순간 이리저리 타겟팅이 튑니다 고정을 해놔도 지맘대로에요........... 왜 패치가 안됐는지 모르겠습니다 개발자님 이 글을 읽는다면 제발 적용좀해주십사,",POSITIVE,ANGER,맵고 어렵지만 재밌고 스토리도 좋다,0.80,false,NONE,NEGATIVE,POSITIVE,NONE,NONE,,락온이 상당히 구려요,"스토리나 숨겨진 디테일, 연출도 너무 좋습니다",,,스토리@content|락온@technical|난이도@content
209379595,1,39.5,재밌더라고요 30시간이나 했네요 벌써,POSITIVE,JOY,재밌다,0.95,false,NONE,POSITIVE,NONE,NONE,NONE,,재밌더라고요,,,,재미@content
209299016,1,57.4,"개인적으로 다크소울, 엘든링과 같이 대표적은 소울류 장르는 비교적 템포가 느린면이 있어서 입문하기 쉽지않고 갑갑할 수 있는 반면에 묵직한 타격감과 함께 도파민 도는 성취감이 있고 세키로, 인왕 같이 빠른 템포를 가진 소울류는 쉽다는 사람도 있지만 너무 어려워서 도저히 못 할 정도였는데  아직 진행중이지만, P의 거짓은 중간 템포로  엄청난 성취감은 없어도 라이트하게 즐길 수 있음. 최하 난이도는 일반 액션게임이고 노멀 난이도가 딱 적당함.   맵 구조나 퍼즐 요소같이 답답한 기믹은 집어 치우고 길 찾기도 무난하고 다양한 조합으로 쭉 밀면서 충분히 도전해볼만 함.",POSITIVE,SATISFACTION,라이트하게 즐길 수 있는 소울류,0.85,false,NONE,POSITIVE,NONE,NONE,NONE,,중간 템포로 라이트하게 즐길 수 있음,,,,템포@content|난이도@content|타격감@content
209262383,1,104.3,본편 3회차 및 DLC 2회차 까지 돌렸습니다.  처음 게임을 시작하고 받았던 인상이 너무나 블러드본과 유사해서 허접한 카피캣인가 싶었는데 플레이 시간이 지속되면서 그런 생각은 완벽히 없어졌습니다. 소울라이크에 관심은 있으나 접근이 무서웠던 분들은 그냥 고민하지 마시고 P의 거짓으로 입문하세요. 특히 서곡까지 꼭 플레이하시는 걸 추천드립니다. 웬만하면 회차플레이 안하고 도전과제 전부 달성하는 거 별로 집착안하는데 P의 거짓은 둘다 집착해서 마무리했네요. 처음 만든 게임이 이정도라는 데서 P의 거짓 팀의 차기작이 매우 기대됩니다. 항상 기다리고 있겠습니다,POSITIVE,SATISFACTION,"소울라이크 입문으로 강력 추천, 차기작 기대",0.95,false,NONE,POSITIVE,POSITIVE,NONE,POSITIVE,,소울라이크 입문으로 추천,DLC 2회차까지 플레이,,차기작 매우 기대,소울라이크@content|입문@community|차기작@content
209237623,1,54.2,개꿀잼임 지금 바로 다운로드,POSITIVE,JOY,"개꿀잼, 지금 바로 다운로드!",0.99,false,NONE,POSITIVE,NONE,NONE,POSITIVE,,개꿀잼,,,지금 바로 다운로드,개꿀잼@content|다운로드@value
209193744,1,83.0,게임 하다가 눈물 질질 짬,POSITIVE,JOY,감동적인 게임 경험,0.85,false,NONE,POSITIVE,NONE,NONE,NONE,,눈물 질질 짬,,,,눈물@content|감동@other
209178498,1,169.2,게임불감증 탈출 그 자체. 제발 후속작을 내주세요 초이지원....,POSITIVE,SATISFACTION,"게임불감증 탈출, 후속작 희망",0.90,false,NONE,POSITIVE,NONE,NONE,POSITIVE,,게임불감증 탈출,,,후속작을 내주세요,불감증@other|후속작@content
209158137,1,51.3,"한국 콘솔게임의 미래 확률 장난치는 , pay to win 하는 그러한 게임들의 대척점에 있어 미약하게나마 한국 게임산업을 계몽시켰다고생각합니다. 산나비나 스컬같은 게임들도 이 회사 (네오위즈) 아래에서 나온것으로 알고있는데, 기존의 게임산업보다 적자가 날 지라도 이런 게임성으로 개발하다보면 언젠가는 빛을 볼거라고 생각합니다.",POSITIVE,SATISFACTION,"한국 게임산업의 희망, 빛을 볼 것",0.90,false,NONE,POSITIVE,NONE,NONE,POSITIVE,,한국 게임산업 계몽,,,언젠가는 빛을 볼 것,한국 게임@community|계몽@other|게임성@content
209136106,1,58.9,"58시간, DLC까지 2회차.  지루하지 않고 재미있네요.  스토리에 대한 이해도 잘 되고.    다만 아쉬운건 회차플레이를 하면 너무 쉬워진다는게 아쉽네요.  인왕처럼 회차마다 몹이 강해지거나, 1회차 이후 더 어려운 난의도 선택같은게 있었으면...    소울라이크지만 멀티앤딩 게임이니까 이런 요소를 추가해서 2회차 재미를 더 재미있게 느꼈으면 어떨까 하네요",POSITIVE,SATISFACTION,재미있지만 회차 플레이 난이도 아쉬움,0.90,false,NONE,POSITIVE,POSITIVE,NONE,NEGATIVE,,지루하지 않고 재미있네요,스토리에 대한 이해도 잘 되고,,회차플레이 너무 쉬워짐,회차플레이@content|난이도@content
209133137,1,124.8,"[h1] 한국에서 만든 '피노키오'동화를 베이스로 하여 만들어진 소울게임. [/h1]  [h2] 근데 은근 맛있네? [/h2]    이 게임에서 적으로 나오는 것은 기괴하게 삐꺽거리는 로봇인형이며, 주인공은 정교하게, 잘생긴 인형입니다.  제페토를 찾아 '거짓말'을 선택하며 인간이 되어가는 인형의 이야기가 큰 틀의 이야기이지요.    여느 소울류 게임에서 보셨을법한  UI와 전투방식이 보이겠지만 여기선 조금 다르게 만든게 있습니다.  [h3] 1. 퍼펙트 가드패링의 연속성공으로 만드는 '장비 파괴' [/h3]  무기를 들고 싸우는 적들의 공격을 정확한 타이밍에 맞춰 방어하면 '캉!!'하는 소리와 함께 퍼펙트 가드패링이 일어나며 이걸 여러번 성공하게되면 장비가 파괴되는 효과가 일어나며 공격범위가 짧아지거나 패턴동작이 달라지게 되는 일이 생깁니다.  하지만 주인공의 무기도 파괴되는 경우도 생기기에 주의해야 합니다.    [h3] 2. 상황에 맞게 갈아끼워 싸우는 리전 암. [/h3]  ",POSITIVE,SATISFACTION,"피노키오 기반 소울 게임, 꽤 맛있음",0.95,false,POSITIVE,POSITIVE,POSITIVE,NONE,NONE,잘생긴 인형입니다,은근 맛있네?,'피노키오'동화를 베이스,,,피노키오@content|소울게임@content|전투방식@content
209041212,1,117.2,"본편 + dlc 2회차 플레이하고 남기는 후기  소울라이크 전투의 재미를 제대로 살려서 만든 게임  1회차때는 수십번씩 트라이하면서 패턴 익히고 클리어해나가는 재미를 느낄 수 있음  다만 소프트캡, 하드캡 도달 시점이 꽤 이른편이어서 2회차 진행하다보면 이미 대부분의 스탯이 하드캡 경계에 도달하게 됨. dlc가 추가되기 전에는 이렇게 빨리 찍히진 않았을텐데 dlc가 추가되면서 추가로 얻는 레벨이나 성장템이 꽤 많아서 2회차부터는 본편 난이도가 상당히 쉽게 느껴짐. 그래도 dlc는 꽤 어렵게 느껴지는 수준이라 게임 자체가 시시하게 느껴지지는 않음. 무기가 다양하고 조합을 통해서 원래 주어지는 무기의 수보다 훨씬 많은 무기를 경험할 수 있다는것은 이 게임의 최고의 장점인듯. 충동구매해서 본편 + dlc 정가주고 구매했는데 전혀 후회없을정도로 재밌게 했음. 회차 몇번 더 돌릴 예정",POSITIVE,SATISFACTION,"소울라이크 전투 재미, DLC 후반 쉬워짐",0.90,false,NONE,POSITIVE,NONE,NONE,POSITIVE,,소울라이크 전투의 재미,,,전혀 후회없을정도로 재밌게,소울라이크@content|전투@content|DLC@content
209033878,1,15.6,그냥 존나 어려워요 웬만하면 제일 쉬운 난이도로 하세요 그렇게 안하면 저처럼 피똥 쌉니다,NEGATIVE,ANGER,"너무 어려움, 쉬운 난이도 추천",0.95,false,NONE,NEGATIVE,NONE,NONE,NONE,,존나 어려워요,,,,난이도@content
209014127,1,22.7,바이오하자드 다크소울 세키로를 맛있게 비비면 생기는 일,POSITIVE,JOY,"바이오하자드, 다크소울, 세키로 조합",0.90,false,NONE,POSITIVE,NONE,NONE,NONE,,맛있게 비비면 생기는 일,,,,바이오하자드@content|다크소울@content|세키로@content
208957272,1,53.9,"배끼고 나발이고 잘만들었고, 벨에포크 시대의 향수와 태엽 소리, 기름 냄새, 불꽃 의 조합은 못참지~ DLC 도 달려잇! 다만 혁신의 손잡이 시스템은 쓸모가 별로 없는 듯",POSITIVE,SATISFACTION,"벨에포크 시대 향수, DLC 만족, 손잡이 시스템 아쉬움",0.90,false,POSITIVE,MIXED,NONE,NONE,POSITIVE,벨에포크 시대의 향수와 태엽 소리,혁신의 손잡이 시스템은 쓸모가 별로 없음,,,DLC 도 달려잇!,벨에포크@content|DLC@value|손잡이 시스템@technical
208883481,1,14.2,진짜 강추 맵구조 자체도 꼼꼼히 설계해서 돌아다니는곳 마다 무엇인가 얻는 재미가 있고 촘촘하게 연결되어있어서 하는 재미가 쏠쏠함 게다가 아트가 너무 이뻐서 나도 이 회사 들어가서 같이 아트하면서 게임 만들고싶다.,POSITIVE,JOY,"꼼꼼한 맵 설계, 아름다운 아트에 대한 극찬",0.95,false,POSITIVE,POSITIVE,NONE,NONE,NONE,아트가 너무 이뻐서,맵구조 자체도 꼼꼼히 설계,,,,맵구조@content|아트@content
208865481,1,42.0,너무 재밌어요 dlc도 재밌게 잘했고 스토리도 좋아요 한국겜 미래가 밝네요 너무 재밌어용,POSITIVE,JOY,"재미, 스토리, DLC 모두 만족. 한국 게임 미래 긍정",0.90,false,NONE,POSITIVE,POSITIVE,NONE,POSITIVE,,너무 재밌어요,스토리도 좋아요,,dlc도 재밌게 잘했고,재미@content|스토리@content|DLC@value
